Seed,Gen,MaxFitness,MinFitness,AvgFitness
6,79,0.856458,0.492999,0.837673
6,80,0.856458,0.039769,0.791454
6,81,0.856458,0.0418123,0.819462
6,82,0.935979,0.118287,0.81827
6,83,0.935979,0.0418123,0.805934
6,84,0.84488,0.816193,0.84342
6,85,0.84488,0.0418123,0.800698
6,86,0.84488,0.314426,0.807567
6,87,0.854336,0.105507,0.829343
6,88,0.875887,0.112784,0.805807
6,89,0.875887,0.112821,0.82975
6,90,0.875887,0.0386624,0.809517
6,91,0.875887,0.700869,0.844185
6,92,0.875887,0.699447,0.832278
6,93,0.878117,0.492999,0.834721
6,94,0.856458,0.564207,0.838311
6,95,0.84488,0.559253,0.838341
6,96,0.84488,0.105507,0.816039
6,97,0.84488,0.75706,0.842297
6,98,0.878117,0.0386624,0.794489
6,99,0.851789,0.0384763,0.796102
6,100,0.856458,0.314426,0.82041
7,0,0.121162,0.019175,0.0413141
7,1,0.375108,0.0200717,0.0607232
7,2,0.375108,0.0229708,0.0898823
7,3,0.375108,0.028452,0.129937
7,4,0.483092,0.0178005,0.159125
7,5,0.760977,0.0291439,0.21747
7,6,0.843099,0.101059,0.415986
7,7,0.834098,0.0377676,0.562008
7,8,0.908348,0.0519046,0.635218
7,9,0.908348,0.42653,0.73244
7,10,0.908348,0.42653,0.746025
7,11,0.908348,0.42653,0.803075
7,12,0.908348,0.132414,0.773606
7,13,0.941176,0.0397617,0.712544
7,14,0.908348,0.140345,0.763705
7,15,0.908348,0.0377294,0.720631
7,16,0.908348,0.0397076,0.705002
7,17,0.908348,0.0377437,0.680641
7,18,0.908348,0.0392063,0.65112
7,19,0.933794,0.104984,0.604829
7,20,0.933794,0.104984,0.656441
7,21,0.933794,0.424214,0.695425
7,22,0.933794,0.564557,0.702027
7,23,0.799936,0.143379,0.685073
7,24,0.799936,0.128944,0.695703
7,25,0.805348,0.0451327,0.668682
7,26,0.805348,0.0375984,0.645165
7,27,0.805348,0.0916246,0.646239
7,28,0.805348,0.0376749,0.612134
7,29,0.831048,0.0376868,0.651606
7,30,0.831048,0.0451939,0.678861
7,31,0.941176,0.537837,0.685891
7,32,0.941176,0.0430047,0.720874
7,33,0.941176,0.0430047,0.664542
7,34,0.941176,0.625587,0.725722
7,35,0.941176,0.21684,0.674414
7,36,0.941176,0.218584,0.664887
7,37,0.941176,0.376209,0.704304
7,38,0.941176,0.0376749,0.662534
7,39,0.941176,0.610165,0.692922
7,40,0.941176,0.135801,0.684388
7,41,0.941176,0.397251,0.731846
7,42,0.94509,0.136186,0.73951
7,43,0.94509,0.111065,0.752267
7,44,0.941176,0.332436,0.837736
7,45,0.941176,0.0383905,0.734625
7,46,0.941176,0.0872258,0.844571
7,47,0.976467,0.115739,0.788941
7,48,0.941176,0.139921,0.751432
7,49,0.941176,0.0378208,0.792002
7,50,0.948317,0.0487669,0.822969
7,51,0.947957,0.0491969,0.865326
7,52,0.952653,0.563412,0.891299
7,53,0.947957,0.300039,0.866103
7,54,0.947957,0.333278,0.88418
7,55,0.941176,0.333278,0.866795
7,56,0.941176,0.341146,0.883864
7,57,0.952653,0.115739,0.879772
7,58,0.94509,0.12381,0.88162
7,59,0.976467,0.805348,0.917063
7,60,0.943218,0.0383905,0.895483
7,61,0.976467,0.038529,0.888456
7,62,0.952653,0.0396233,0.87803
7,63,0.946163,0.79968,0.905809
7,64,0.943218,0.575738,0.895342
7,65,0.943218,0.0385324,0.857549
7,66,0.941176,0.115622,0.882402
7,67,0.941176,0.607054,0.920519
7,68,0.947957,0.115652,0.920407
7,69,0.947957,0.0382307,0.910245
7,70,0.943218,0.0383905,0.893183
7,71,0.941176,0.311245,0.922513
7,72,0.943218,0.331466,0.921862
7,73,0.943218,0.249047,0.917
7,74,0.947957,0.341146,0.92113
7,75,0.95039,0.12137,0.922716
7,76,0.943218,0.933097,0.939427
7,77,0.943218,0.933445,0.93988
7,78,0.943218,0.774833,0.937371
7,79,0.943218,0.11577,0.887846
7,80,0.948317,0.620887,0.934676
7,81,0.943218,0.115739,0.889245
7,82,0.943218,0.0382435,0.910692
7,83,0.946701,0.0382435,0.887545
7,84,0.946701,0.19195,0.900405
7,85,0.976467,0.61512,0.926436
7,86,0.976467,0.345674,0.933079
7,87,0.978665,0.311245,0.926894
7,88,0.976467,0.0372732,0.858194
7,89,0.978665,0.892061,0.949638
7,90,0.976467,0.0379486,0.934247
7,91,0.976467,0.0396371,0.926092
7,92,0.976467,0.805348,0.939949
7,93,0.976467,0.0379615,0.87624
7,94,0.976467,0.937647,0.944329
7,95,0.976467,0.804117,0.941871
7,96,0.976467,0.939496,0.949626
7,97,0.976467,0.0396341,0.927229
7,98,0.976467,0.0379984,0.885274
7,99,0.976467,0.336734,0.929548
7,100,0.952653,0.114863,0.918642
8,0,0.606465,0.0166453,0.0706401
8,1,0.766989,0.0265673,0.257756
8,2,0.769112,0.0976591,0.427104
8,3,0.896539,0.110735,0.482102
8,4,0.957763,0.0847135,0.60014
8,5,0.960707,0.142025,0.727741
8,6,0.948317,0.196672,0.713918
